"time","y_cog","x_cog"
0.01136020833,-79.9696244705882,7.34161555294118
0.02136920832,-79.8829675294118,7.2283081
0.03137720833,-79.8199241764706,7.10938340588235
0.04138520831,-79.7726555294118,7.01089623529412
0.05139420833,-79.7336257647059,6.93331648235294
0.06140220832,-79.6996065294118,6.87212011176471
0.07141020833,-79.6665521764706,6.81966585294118
0.08141920832,-79.631268,6.76718054705882
0.09142720833,-79.5923866470588,6.70924188235294
0.1014352083,-79.5446248235294,6.652548
0.1114442083,-79.4844828235294,6.59777195882353
0.1214522083,-79.4095116470588,6.53514968235294
0.1314602083,-79.329621,6.46505572352941
0.1414692083,-79.2563807647059,6.37633426470588
0.1514772083,-79.1923365294118,6.26732919411765
0.1614852083,-79.1367501764706,6.16098916470588
0.1714942083,-79.0799960588235,6.06225429411765
0.1815022083,-79.0159449411765,5.96654252352941
0.1915102083,-78.9505702941176,5.88972349411765
0.2015192083,-78.8835854117647,5.82520717882353
0.2115272083,-78.8154547647059,5.76430423882353
0.2215352083,-78.7521295882353,5.70530805352941
0.2315442083,-78.6967297058823,5.64703434588235
0.2415522083,-78.6482602941176,5.58822605352941
0.2515602083,-78.6010646470588,5.53082514882353
0.2615692083,-78.5583502941176,5.47241874705882
0.2715772083,-78.5271944117647,5.41447179235294
0.2815852083,-78.5144760588235,5.36284005411765
0.2915942083,-78.5173488235294,5.31730223
0.3016022083,-78.5267740588235,5.27887220058823
0.3116102083,-78.5344481764706,5.25324635882353
0.3216192083,-78.5399173529412,5.23949558764706
0.3316272083,-78.5429868235294,5.22978845352941
0.3416352083,-78.547263117647,5.22408668352941
0.3516442083,-78.5574223529412,5.21744713882353
0.3616522083,-78.5712705294118,5.21014319470588
0.3716602083,-78.5831531176471,5.19860792176471
0.3816692083,-78.5912021764706,5.18664088176471
0.3916772083,-78.5958610588235,5.17008861588235
0.4016852083,-78.5979254117647,5.15374370352941
0.4116942083,-78.5973244705882,5.13574652117647
0.4217022083,-78.5925624705882,5.12901787294118
0.4317102083,-78.5838394705882,5.12781883882353
0.4417192083,-78.5721093529412,5.11781129117647
0.4517272083,-78.5615971764706,5.09152886294118
0.4617352083,-78.5513864117647,5.05931654882353
0.4717442083,-78.5452989411765,5.03028524764706
0.4817522083,-78.5431228823529,5.00136003176471
0.4917602083,-78.5356585882353,4.98681562647059
0.5017682083,-78.5244505294118,4.99083475411765
0.5117772083,-78.5154929411765,5.00200852470588
0.5217852083,-78.5144379411765,5.01195273705882
0.5317932083,-78.524009,5.01061850764706
0.5418022083,-78.5423112941176,5.00492615117647
0.5518102083,-78.5628355294118,5.00222568117647
0.5618182083,-78.5796244117647,4.99728764823529
0.5718272083,-78.5891211176471,4.98873491411765
0.5818352083,-78.5913851764706,4.98061602823529
0.5918432083,-78.5885444117647,4.97521689941176
0.6018522083,-78.5804645882353,4.96995697411765
0.6118602083,-78.5697901764706,4.95835038647059
0.6218682083,-78.5575117647059,4.93433540117647
0.6318772083,-78.5444963529412,4.90336758294118
0.6418852083,-78.5332854705882,4.87779298235294
0.6518932083,-78.5233017058823,4.86298508294118
0.6619022083,-78.5123102352941,4.85371148764706
0.6719102083,-78.501866,4.84612941529412
0.6819182083,-78.4933888235294,4.83627434588235
0.6919272083,-78.4853734117647,4.81935854058824
0.7019352083,-78.4754041764706,4.79357987411765
0.7119432083,-78.4589656470588,4.75542813
0.7219522083,-78.4359832941176,4.71248129764706
0.7319602083,-78.4166015882353,4.66375741294118
0.7419682083,-78.394036,4.61090213705882
0.7519772083,-78.3660565294118,4.56658713588235
0.76198125,-78.3320935882353,4.54121053352941
0.77198925,-78.2974061176471,4.53315479235294
0.78199825,-78.2675112352941,4.52777052235294
0.79200625,-78.2457751764706,4.51467531647059
0.80201425,-78.2377679411765,4.4921594
0.81202325,-78.2397372941176,4.47116762294118
0.82203125,-78.2460695882353,4.45307784
0.83203925,-78.252226,4.43465316
0.84204825,-78.2598718235294,4.42118809588235
0.85205625,-78.2691028235294,4.41493308
0.86206425,-78.2722508823529,4.41642941705882
0.87207325,-78.2722728235294,4.41667374529412
0.88208125,-78.2748537058824,4.39849300294118
0.89208925,-78.2838711764706,4.36583993647059
0.90209825,-78.2984119411765,4.32537228588235
0.91210625,-78.3133301764706,4.28648891823529
0.92211425,-78.3210323529412,4.25687811529412
0.93212325,-78.3115884117647,4.23846509941176
0.94213125,-78.2799041176471,4.22555493941176
0.95213925,-78.2330889411765,4.21580240058824
0.96214825,-78.1830828235294,4.20121898294118
0.97215625,-78.1325574705882,4.17897272529412
0.98216425,-78.0799657647059,4.15223009411765
0.99217325,-78.0284012941177,4.12545423764706
1.00218125,-77.9799576470588,4.10604598705882
1.01218925,-77.9340067647059,4.08749016764706
1.02219825,-77.8924872352941,4.06766656647059
1.03220625,-77.8591652352941,4.04459888588235
1.04221425,-77.8350521764706,4.01923916705882
1.05222325,-77.8199849411765,3.99702485
1.06223125,-77.8133387058823,3.97250155705882
1.07223925,-77.8115779411765,3.94896613117647
1.08224825,-77.8084403529412,3.92841202352941
1.09225625,-77.7991701176471,3.91440350352941
1.10226425,-77.7801025882353,3.90682182705882
1.11227225,-77.7499291176471,3.89451652
1.12228125,-77.713099,3.87660667352941
1.13228925,-77.6729485294118,3.85073683352941
1.14229725,-77.6339122352941,3.81734202647059
1.15230625,-77.5999541176471,3.78339820941176
1.16231425,-77.5773448235294,3.74932595941176
1.17232225,-77.5741168823529,3.71196756176471
1.18233125,-77.5858445882353,3.67900625529412
1.19233925,-77.6048589411765,3.65441563941177
1.20234725,-77.6252262941176,3.64511070235294
1.21235625,-77.6421115294118,3.64416093176471
1.22236425,-77.6576997058824,3.65207683352941
1.23237225,-77.6769547647059,3.66653429
1.24238125,-77.7009481176471,3.67903722882353
1.25238925,-77.7230884705882,3.68638410176471
1.26239725,-77.7431318235294,3.68586196294118
1.27240625,-77.7602221764706,3.67442219294118
1.28241425,-77.769906,3.65778377588235
1.29242225,-77.7725269411765,3.63725950235294
1.30243125,-77.7709552941176,3.61796065352941
1.31243925,-77.7693624117647,3.60735471705882
1.32244725,-77.770474,3.60843799705882
1.33245625,-77.773827,3.60856670705882
1.34246425,-77.7730241176471,3.60875246235294
1.35247225,-77.7679598235294,3.60358531176471
1.36248125,-77.7674118235294,3.59141188411765
1.37248925,-77.7729542941177,3.58105131823529
1.38249725,-77.7788799411765,3.57349104235294
1.39250625,-77.786993,3.56540692176471
1.40251425,-77.7970195882353,3.56242740705882
1.41252225,-77.8034504705882,3.56078834058824
1.42253125,-77.8019279411765,3.55621812882353
1.43253925,-77.8017466470588,3.55287108588235
1.44254725,-77.8092200588235,3.55132682411765
